ANZSCO_Code,ANZSCO_Title,Core_Competencies,Score,Proficiency_level,Anchor_value
312211,Civil Engineering Draftsperson,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
312212,Civil Engineering Technician,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
312212,Civil Engineering Technician,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
312212,Civil Engineering Technician,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
312212,Civil Engineering Technician,Writing,6,Intermediate,Write a memo to staff outlining new directives
312212,Civil Engineering Technician,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
312212,Civil Engineering Technician,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
312212,Civil Engineering Technician,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
312212,Civil Engineering Technician,Oral communication,6,Intermediate,Give instructions to a lost driver
312212,Civil Engineering Technician,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
312212,Civil Engineering Technician,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
312311,Electrical Engineering Draftsperson,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
312311,Electrical Engineering Draftsperson,Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan"
312311,Electrical Engineering Draftsperson,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
312311,Electrical Engineering Draftsperson,Writing,6,Intermediate,Write a memo to staff outlining new directives
312311,Electrical Engineering Draftsperson,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
312311,Electrical Engineering Draftsperson,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
312311,Electrical Engineering Draftsperson,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
312311,Electrical Engineering Draftsperson,Oral communication,6,Intermediate,Give instructions to a lost driver
312311,Electrical Engineering Draftsperson,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
312311,Electrical Engineering Draftsperson,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
312312,Electrical Engineering Technician,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
312312,Electrical Engineering Technician,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
312312,Electrical Engineering Technician,Teamwork,6,Intermediate,Initiate team problem solving sessions
312312,Electrical Engineering Technician,Writing,5,Intermediate,Prepare a standard operating procedures document
312312,Electrical Engineering Technician,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
312312,Electrical Engineering Technician,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
312312,Electrical Engineering Technician,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
312312,Electrical Engineering Technician,Oral communication,6,Intermediate,Give instructions to a lost driver
312312,Electrical Engineering Technician,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
312312,Electrical Engineering Technician,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
312511,Mechanical Engineering Draftsperson,Numeracy,7,Intermediate,Write a detailed report based on a comprehensive statistical analysis of the causes of workplace accidents
312511,Mechanical Engineering Draftsperson,Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
312511,Mechanical Engineering Draftsperson,Teamwork,6,Intermediate,Initiate team problem solving sessions
312511,Mechanical Engineering Draftsperson,Writing,5,Intermediate,Prepare a standard operating procedures document
312511,Mechanical Engineering Draftsperson,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
312511,Mechanical Engineering Draftsperson,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
312511,Mechanical Engineering Draftsperson,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
312511,Mechanical Engineering Draftsperson,Oral communication,6,Intermediate,Give instructions to a lost driver
312511,Mechanical Engineering Draftsperson,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
312511,Mechanical Engineering Draftsperson,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
312512,Mechanical Engineering Technician,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
312512,Mechanical Engineering Technician,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
312512,Mechanical Engineering Technician,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
312512,Mechanical Engineering Technician,Writing,6,Intermediate,Write a memo to staff outlining new directives
312512,Mechanical Engineering Technician,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
312512,Mechanical Engineering Technician,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
312512,Mechanical Engineering Technician,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
312512,Mechanical Engineering Technician,Oral communication,6,Intermediate,Give instructions to a lost driver
312512,Mechanical Engineering Technician,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
312512,Mechanical Engineering Technician,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
313111,Hardware Technician,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
313111,Hardware Technician,Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan"
313111,Hardware Technician,Teamwork,6,Intermediate,Initiate team problem solving sessions
313111,Hardware Technician,Writing,6,Intermediate,Write a memo to staff outlining new directives
313111,Hardware Technician,Reading,6,Intermediate,Read a memo from management describing new personnel policies
313111,Hardware Technician,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
313111,Hardware Technician,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
313111,Hardware Technician,Oral communication,6,Intermediate,Give instructions to a lost driver
313111,Hardware Technician,Planning and organising,9,High,Prioritise and plan multiple complex tasks several months ahead
313111,Hardware Technician,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
313112,ICT Customer Support Officer,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
313112,ICT Customer Support Officer,Digital engagement,8,High,"Use Enterprise Resource Planning software to monitor transactional data from multiple sources including accounting, procurement and human resources and visualise this data for a company’s strategic plan"
313112,ICT Customer Support Officer,Teamwork,6,Intermediate,Initiate team problem solving sessions
313112,ICT Customer Support Officer,Writing,5,Intermediate,Prepare a standard operating procedures document
313112,ICT Customer Support Officer,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
313112,ICT Customer Support Officer,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
313112,ICT Customer Support Officer,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
313112,ICT Customer Support Officer,Oral communication,7,Intermediate,Participate in a work meeting and ask appropriate follow up questions 
313112,ICT Customer Support Officer,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
313112,ICT Customer Support Officer,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
313113,Web Administrator,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
313113,Web Administrator,Digital engagement,9,High,Set up a new computer system for a large multinational company
313113,Web Administrator,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
313113,Web Administrator,Writing,6,Intermediate,Write a memo to staff outlining new directives
313113,Web Administrator,Reading,7,Intermediate,Read a book on leading and managing change in the workplace
313113,Web Administrator,Learning,6,Intermediate,Determine the impact of new menu changes on a restaurant's purchasing requirements
313113,Web Administrator,Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
313113,Web Administrator,Oral communication,6,Intermediate,Give instructions to a lost driver
313113,Web Administrator,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
313113,Web Administrator,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
321211,Motor Mechanic (General),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
321211,Motor Mechanic (General),Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
321211,Motor Mechanic (General),Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
321211,Motor Mechanic (General),Writing,5,Intermediate,Prepare a standard operating procedures document
321211,Motor Mechanic (General),Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
321211,Motor Mechanic (General),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
321211,Motor Mechanic (General),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
321211,Motor Mechanic (General),Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
321211,Motor Mechanic (General),Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
321211,Motor Mechanic (General),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
321212,Diesel Motor Mechanic,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
321212,Diesel Motor Mechanic,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
321212,Diesel Motor Mechanic,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
321212,Diesel Motor Mechanic,Writing,5,Intermediate,Prepare a standard operating procedures document
321212,Diesel Motor Mechanic,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
321212,Diesel Motor Mechanic,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
321212,Diesel Motor Mechanic,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
321212,Diesel Motor Mechanic,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
321212,Diesel Motor Mechanic,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
321212,Diesel Motor Mechanic,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
321213,Motorcycle Mechanic,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
321213,Motorcycle Mechanic,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
321213,Motorcycle Mechanic,Teamwork,6,Intermediate,Initiate team problem solving sessions
321213,Motorcycle Mechanic,Writing,5,Intermediate,Prepare a standard operating procedures document
321213,Motorcycle Mechanic,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
321213,Motorcycle Mechanic,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
321213,Motorcycle Mechanic,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
321213,Motorcycle Mechanic,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
321213,Motorcycle Mechanic,Planning and organising,5,Intermediate,Use an organisational file sharing and storage system
321213,Motorcycle Mechanic,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
321214,Small Engine Mechanic,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
321214,Small Engine Mechanic,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
321214,Small Engine Mechanic,Teamwork,6,Intermediate,Initiate team problem solving sessions
321214,Small Engine Mechanic,Writing,5,Intermediate,Prepare a standard operating procedures document
321214,Small Engine Mechanic,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
321214,Small Engine Mechanic,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
321214,Small Engine Mechanic,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
321214,Small Engine Mechanic,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
321214,Small Engine Mechanic,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
321214,Small Engine Mechanic,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
322311,Metal Fabricator,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
322311,Metal Fabricator,Digital engagement,3,Basic,Enter information into a database
322311,Metal Fabricator,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
322311,Metal Fabricator,Writing,4,Intermediate,Write a job history as part of a job application
322311,Metal Fabricator,Reading,4,Intermediate,Read directions on how to operate a piece of machinery safely
322311,Metal Fabricator,Learning,3,Basic,Think about the implications of a newspaper article for job opportunities
322311,Metal Fabricator,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
322311,Metal Fabricator,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
322311,Metal Fabricator,Planning and organising,4,Intermediate,Schedule time for updating a manager on the progress of work 
322311,Metal Fabricator,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
322313,Welder (First Class),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
322313,Welder (First Class),Digital engagement,3,Basic,Enter information into a database
322313,Welder (First Class),Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
322313,Welder (First Class),Writing,4,Intermediate,Write a job history as part of a job application
322313,Welder (First Class),Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
322313,Welder (First Class),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
322313,Welder (First Class),Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
322313,Welder (First Class),Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
322313,Welder (First Class),Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
322313,Welder (First Class),Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
323111,Aircraft Maintenance Engineer (Avionics),Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
323111,Aircraft Maintenance Engineer (Avionics),Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
323111,Aircraft Maintenance Engineer (Avionics),Teamwork,6,Intermediate,Initiate team problem solving sessions
323111,Aircraft Maintenance Engineer (Avionics),Writing,5,Intermediate,Prepare a standard operating procedures document
323111,Aircraft Maintenance Engineer (Avionics),Reading,6,Intermediate,Read a memo from management describing new personnel policies
323111,Aircraft Maintenance Engineer (Avionics),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
323111,Aircraft Maintenance Engineer (Avionics),Problem solving,6,Intermediate,Redesign a floor layout to take advantage of new manufacturing techniques
323111,Aircraft Maintenance Engineer (Avionics),Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
323111,Aircraft Maintenance Engineer (Avionics),Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
323111,Aircraft Maintenance Engineer (Avionics),Initiative and innovation,7,Intermediate,Coordinate sales campaigns
323112,Aircraft Maintenance Engineer (Mechanical),Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
323112,Aircraft Maintenance Engineer (Mechanical),Digital engagement,7,Intermediate,Write software for keeping track of items in an inventory
323112,Aircraft Maintenance Engineer (Mechanical),Teamwork,6,Intermediate,Initiate team problem solving sessions
323112,Aircraft Maintenance Engineer (Mechanical),Writing,5,Intermediate,Prepare a standard operating procedures document
323112,Aircraft Maintenance Engineer (Mechanical),Reading,7,Intermediate,Read a book on leading and managing change in the workplace
323112,Aircraft Maintenance Engineer (Mechanical),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
323112,Aircraft Maintenance Engineer (Mechanical),Problem solving,7,Intermediate,Evaluate a construction project and recommend changes to comply with external standards and regulations
323112,Aircraft Maintenance Engineer (Mechanical),Oral communication,6,Intermediate,Give instructions to a lost driver
323112,Aircraft Maintenance Engineer (Mechanical),Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
323112,Aircraft Maintenance Engineer (Mechanical),Initiative and innovation,7,Intermediate,Coordinate sales campaigns
323211,Fitter (General),Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
323211,Fitter (General),Digital engagement,3,Basic,Enter information into a database
323211,Fitter (General),Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
323211,Fitter (General),Writing,4,Intermediate,Write a job history as part of a job application
323211,Fitter (General),Reading,4,Intermediate,Read directions on how to operate a piece of machinery safely
323211,Fitter (General),Learning,3,Basic,Think about the implications of a newspaper article for job opportunities
323211,Fitter (General),Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
323211,Fitter (General),Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
323211,Fitter (General),Planning and organising,4,Intermediate,Schedule time for updating a manager on the progress of work 
323211,Fitter (General),Initiative and innovation,7,Intermediate,Coordinate sales campaigns
323214,Metal Machinist (First Class),Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
323214,Metal Machinist (First Class),Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
323214,Metal Machinist (First Class),Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
323214,Metal Machinist (First Class),Writing,5,Intermediate,Prepare a standard operating procedures document
323214,Metal Machinist (First Class),Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
323214,Metal Machinist (First Class),Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
323214,Metal Machinist (First Class),Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
323214,Metal Machinist (First Class),Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
323214,Metal Machinist (First Class),Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
323214,Metal Machinist (First Class),Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
323313,Locksmith,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
323313,Locksmith,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
323313,Locksmith,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
323313,Locksmith,Writing,4,Intermediate,Write a job history as part of a job application
323313,Locksmith,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
323313,Locksmith,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
323313,Locksmith,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
323313,Locksmith,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
323313,Locksmith,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
323313,Locksmith,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
323314,Precision Instrument Maker and Repairer,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
323314,Precision Instrument Maker and Repairer,Digital engagement,5,Intermediate,Build and maintain an effective online profile for career management
323314,Precision Instrument Maker and Repairer,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
323314,Precision Instrument Maker and Repairer,Writing,5,Intermediate,Prepare a standard operating procedures document
323314,Precision Instrument Maker and Repairer,Reading,6,Intermediate,Read a memo from management describing new personnel policies
323314,Precision Instrument Maker and Repairer,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
323314,Precision Instrument Maker and Repairer,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
323314,Precision Instrument Maker and Repairer,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
323314,Precision Instrument Maker and Repairer,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
323314,Precision Instrument Maker and Repairer,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
323316,Watch and Clock Maker and Repairer,Numeracy,3,Basic,Count the amount of change to be given to a customer
323316,Watch and Clock Maker and Repairer,Digital engagement,3,Basic,Enter information into a database
323316,Watch and Clock Maker and Repairer,Teamwork,3,Basic,Accept and act on guidance from a mentor
323316,Watch and Clock Maker and Repairer,Writing,4,Intermediate,Write a job history as part of a job application
323316,Watch and Clock Maker and Repairer,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
323316,Watch and Clock Maker and Repairer,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
323316,Watch and Clock Maker and Repairer,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
323316,Watch and Clock Maker and Repairer,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
323316,Watch and Clock Maker and Repairer,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
323316,Watch and Clock Maker and Repairer,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
323411,Engineering Patternmaker,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
323411,Engineering Patternmaker,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)"
323411,Engineering Patternmaker,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
323411,Engineering Patternmaker,Writing,4,Intermediate,Write a job history as part of a job application
323411,Engineering Patternmaker,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
323411,Engineering Patternmaker,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
323411,Engineering Patternmaker,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
323411,Engineering Patternmaker,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
323411,Engineering Patternmaker,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
323411,Engineering Patternmaker,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
323412,Toolmaker,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
323412,Toolmaker,Digital engagement,6,Intermediate,"Use software on a portable device to document a building inspection by recording measurements, checking compliance and uploading photos"
323412,Toolmaker,Teamwork,6,Intermediate,Initiate team problem solving sessions
323412,Toolmaker,Writing,5,Intermediate,Prepare a standard operating procedures document
323412,Toolmaker,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
323412,Toolmaker,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
323412,Toolmaker,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
323412,Toolmaker,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
323412,Toolmaker,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
323412,Toolmaker,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
331111,Bricklayer,Numeracy,6,Intermediate,Calculate the square footage of a new home under construction based on plans using scales and ratios
331111,Bricklayer,Digital engagement,2,Basic,Send a short and simple reply to an email communication using a digital device
331111,Bricklayer,Teamwork,6,Intermediate,Initiate team problem solving sessions
331111,Bricklayer,Writing,4,Intermediate,Write a job history as part of a job application
331111,Bricklayer,Reading,4,Intermediate,Read directions on how to operate a piece of machinery safely
331111,Bricklayer,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
331111,Bricklayer,Problem solving,4,Intermediate,Break a complex problem into manageable parts and follow a plan of action
331111,Bricklayer,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill"
331111,Bricklayer,Planning and organising,8,High,"Develop a program of multiple live musical performances, special events and sports carnivals throughout the year at a sports club venue and coordinate volunteers, staff and contractors to deliver the events"
331111,Bricklayer,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
331112,Stonemason,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
331112,Stonemason,Digital engagement,1,Basic,"Name and identify the purpose of familiar digital devices (e.g. mobile phone, computer, tablet)"
331112,Stonemason,Teamwork,5,Intermediate,"Recognise and avoid behaviours, like unkind gossip, that undermine effective group interaction"
331112,Stonemason,Writing,5,Intermediate,Prepare a standard operating procedures document
331112,Stonemason,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
331112,Stonemason,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
331112,Stonemason,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
331112,Stonemason,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
331112,Stonemason,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
331112,Stonemason,Initiative and innovation,8,High,Negotiate a price and sales terms then prepare a contract for a house
331212,Carpenter,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
331212,Carpenter,Digital engagement,3,Basic,Enter information into a database
331212,Carpenter,Teamwork,7,Intermediate,"Share knowledge, experience, information and resources with others as an integral part of work relationships"
331212,Carpenter,Writing,5,Intermediate,Prepare a standard operating procedures document
331212,Carpenter,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
331212,Carpenter,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
331212,Carpenter,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
331212,Carpenter,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
331212,Carpenter,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
331212,Carpenter,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
331213,Joiner,Numeracy,5,Intermediate,Create charts and graphs to accurately convey the results of a customer satisfaction survey
331213,Joiner,Digital engagement,3,Basic,Enter information into a database
331213,Joiner,Teamwork,4,Intermediate,Cultivate a small informal network of people who may be able to provide advice on a project
331213,Joiner,Writing,4,Intermediate,Write a job history as part of a job application
331213,Joiner,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
331213,Joiner,Learning,5,Intermediate,"Learn a new filing system that groups documents by type, security classification, subject and date"
331213,Joiner,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
331213,Joiner,Oral communication,5,Intermediate,Answer a customer’s questions about which product would work best for them
331213,Joiner,Planning and organising,7,Intermediate,"Write a research report that presents recommendations after developing a project methodology, planning the research and developing a timeline"
331213,Joiner,Initiative and innovation,6,Intermediate,Find a more efficient way to produce end of month reports
333211,Fibrous Plasterer,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
333211,Fibrous Plasterer,Digital engagement,2,Basic,Send a short and simple reply to an email communication using a digital device
333211,Fibrous Plasterer,Teamwork,6,Intermediate,Initiate team problem solving sessions
333211,Fibrous Plasterer,Writing,4,Intermediate,Write a job history as part of a job application
333211,Fibrous Plasterer,Reading,5,Intermediate,Read and interpret instructions and technical drawings in an equipment instruction manual
333211,Fibrous Plasterer,Learning,4,Intermediate,Learn how to operate new machinery safely and efficiently
333211,Fibrous Plasterer,Problem solving,5,Intermediate,Find evidence to support a history essay in a rare document
333211,Fibrous Plasterer,Oral communication,4,Intermediate,"Give clear, sequenced instructions on how to use a hand-held drill"
333211,Fibrous Plasterer,Planning and organising,6,Intermediate,Plan and organise your own activities as requirements change
333211,Fibrous Plasterer,Initiative and innovation,7,Intermediate,Coordinate sales campaigns
333212,Solid Plasterer,Numeracy,4,Intermediate,Use a blood pressure machine and accurately record the results
333212,Solid Plasterer,Digital engagement,4,Intermediate,"Recognise different ways to connect to the internet (e.g. Bluetooth, Wi-Fi, hotspot)"
